rank;id;tweeter;tweeterid;time;text;replies;reposts;likes;views;query;datetime;Hate Score;Hate Threatening Score;Self-Harm Score;Sexual Score;Sexual Minors Score;Violence Score;Violence Graphic Score;position
139;14c30d90bfadbde2;d49f3f66e25dc92d;6cc100e3fd6affdb;2024-10-12T19:46:35.000Z;Overigens heb ik heel wat vreemdelingen aan mijn bureau gehad die eigenlijk niet in NL asiel hadden willen aanvragen. Vaak Scandinavische landen in gedachte maar dat is lastig door natuurlijke grenzen en noodzakelijke omzwervingen. NL is wat dat betreft een doodlopend straatje.;;;2;29;vreemdelingen;2024-10-18 16_04_37.370274;0.005565217696130;0.000008832951607;0.018910218030214;0.000023374239390;0.000010212585039;0.001629261649214;0.000079177894804;5. Is neutral.
140;27f5ce7a3090f5e9;e04ede478f27c563;40ef5125d12fc040;2024-10-14T10:20:57.000Z;Hele gezin oppakken ! Dubbele nationaliteit? Uitzetten ongewenste vreemdelingen!;;;2;29;vreemdelingen;2024-10-18 16_04_37.370274;0.524842798709869;0.027943147346377;0.000002288059022;0.000046359396947;0.000239090441028;0.635249793529510;0.001050511375070;1. Against immigration, migrants, foreigners, refugees, or Muslims.
141;a4e05e53e272507d;5b2ab6f43d9bee59;ee5a48f57d345fcd;2024-05-06T14:09:04.000Z;Uitzettingen naar Algerije hervat, Nederland mag vreemdelingen vastzetten;26.0;12;65;26K;vreemdelingen;2024-10-18 16_04_37.370274;0.049499709159136;0.000346065178746;0.000009925727682;0.000113836969831;0.000073676514148;0.056016877293587;0.000429835316026;1. Against immigration, migrants, foreigners, refugees, or Muslims.
142;f9f5100e189bd3ae;27aeaec569885375;77962d9b9908ae1a;2024-10-12T06:25:20.000Z;"“Het moet ooit stoppen. Ze zeggen dat @vlbelang  tegen vreemdelingen is, maar dat is niet zo. Ze zijn tegen de blijvende komst van asielzoekers. Ik geloof in Vlaams Belang"" 
Hij kreeg doodsbedreigingen!";;1;2;62;vreemdelingen;2024-10-18 16_04_37.370274;0.044630236923695;0.000042509735067;0.000342798273778;0.000109499509563;0.000124487894936;0.123730979859829;0.000167301739566;1. Against immigration, migrants, foreigners, refugees, or Muslims.
143;96e18645ae0bcc79;5b2ab6f43d9bee59;ee5a48f57d345fcd;2014-11-13T14:34:06.000Z;Vreemdelingen zonder papieren hoeven deze winter in Den Haag niet op straat te slapen: http://beta.nos.nl/artikel/2003599;1.0;8;4;/NOS###/NOS###/NOS/status/532904240076038144###http://t.co/MRtHDcvSOa;vreemdelingen;2024-10-18 16_04_37.370274;0.012547643855214;0.000096638264949;0.000005154603059;0.000154805282364;0.000117072631838;0.002993301255628;0.000048007874284;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
144;6d55686ae042e15b;cf672d5ba48061bc;26318ceefa5be0fb;2022-10-01T18:53:13.000Z;"En ondertussen maken gelukzoekers op tiktok reclame voor onze super-de-luxe luxe vijfsterren-opvanglocaties op cruiseschepen. 

Dit kabinetsbeleid is gestoord, krankzinnig en ziek. 

Onze mensen krijgen een kruimel, vreemdelingen krijgen alles.";667.0;2,1K;6,4K;/geertwilderspvv###/geertwilderspvv###/geertwilderspvv/status/1576284114906673152###/i/status/1576248453013069824;vreemdelingen;2024-10-18 16_04_37.370274;0.060942519456148;0.000011656672541;0.000011470769095;0.000107014326204;0.000056797689467;0.006918106693774;0.001224114443175;1. Against immigration, migrants, foreigners, refugees, or Muslims.
145;b5ae656f624d3b5d;c6aca909794d7f86;3913253b1db411e8;2024-10-18T11:47:14.000Z;Vreemdelingen stichten vennootschappen a volonte tot de rekening van de fiscus daar aankomt. Dan verhuizen ze.;;;;49;vreemdelingen;2024-10-18 16_04_37.370274;0.037069737911224;0.000052335701184;0.000632210692856;0.000060240359744;0.000116759358207;0.023088252171874;0.000928594963625;1. Against immigration, migrants, foreigners, refugees, or Muslims.
146;2053854b05331a3a;38eacb5980b81a80;f8b259a14517d589;2024-09-17T08:56:26.000Z;"Dus, de inwoners van Sint Niklaas zijn hun vreemdelingen beu, dus stemmen ze op een partij die ze zal invoeren. Democratie is een raar beestje he. 

“Wat Conner gezegd heeft, was erover. Maar hij had gelijk”: is Sint-Niklaas klaar voor burgemeester Conner Rousseau? Wij trokken de";2.0;7;26;807;vreemdelingen;2024-10-18 16_04_37.370274;0.053425222635269;0.000030040062484;0.000471575011034;0.000844182912260;0.000189359750948;0.026415711268783;0.002169970422983;1. Against immigration, migrants, foreigners, refugees, or Muslims.
147;6c747c6ff2318167;5b2ab6f43d9bee59;ee5a48f57d345fcd;2015-04-02T13:39:03.000Z;Nederland kan sinds eind vorig jaar geen Marokkaanse vreemdelingen meer uitzetten: http://nos.nl/l/2028233;9.0;16;4;/NOS###/NOS###/NOS/status/583624686887694336###http://t.co/ngGv5reuC5;vreemdelingen;2024-10-18 16_04_37.370274;0.014377212151885;0.000185722150491;0.000021781692340;0.000007371981155;0.000045629294618;0.002452498301864;0.000176993882633;5. Is neutral.
148;a1b4ddb6c6c35d7d;5b2ab6f43d9bee59;ee5a48f57d345fcd;2023-12-06T14:16:01.000Z;Marechaussee haalt 47 illegale vreemdelingen uit vrachtwagen;24.0;4;17;23K;vreemdelingen;2024-10-18 16_04_37.370274;0.198098555207253;0.000203437637538;0.000054159416322;0.003990983590484;0.000584634370171;0.074880167841911;0.004078438039869;5. Is neutral.
149;19244678750b69a1;5b2ab6f43d9bee59;ee5a48f57d345fcd;2020-09-07T09:49:27.000Z;Vreemdelingen vaker in isolatie geplaatst: 'Daar worden mensen nooit beter van';76.0;26;14;/NOS###/NOS###/NOS/status/1302906822072979457###https://t.co/Vt8wAjnBgA###https://t.co/Vt8wAjnBgA;vreemdelingen;2024-10-18 16_04_37.370274;0.090310491621494;0.000431014166679;0.000421488075517;0.000005850788966;0.000008024106137;0.008774126879871;0.000084125822468;1. Against immigration, migrants, foreigners, refugees, or Muslims.
150;bc0a2391c18909b6;5b2ab6f43d9bee59;ee5a48f57d345fcd;2024-06-14T11:44:12.000Z;Aanpak van overlastgevende vreemdelingen Utrecht is effectief, zegt burgemeester;25.0;1;6;23K;vreemdelingen;2024-10-18 16_04_37.370274;0.005736980121583;0.000007000980077;0.000005577387128;0.000177925554453;0.000005737520496;0.010700595565140;0.000170430837898;5. Is neutral.
151;4287b696d563685e;5b2ab6f43d9bee59;ee5a48f57d345fcd;2014-04-01T16:51:19.000Z;De Wet Arbeid Vreemdelingen is van invloed op de kwaliteit van Aziatische restaurants, zeggen de eigenaren. http://nos.nl/artikel/630730-de-chinees-wil-zelf-koken.html…;4.0;2;3;/NOS###/NOS###/NOS/status/451039114000084992###http://t.co/1qHuzY94Do;vreemdelingen;2024-10-18 16_04_37.370274;0.001727994065732;0.000065025189542;0.001038313959725;0.000154378401930;0.000082199541794;0.003858157200739;0.002463910495862;5. Is neutral.
152;08e1df721ca0220b;5b2ab6f43d9bee59;ee5a48f57d345fcd;2019-05-13T18:30:03.000Z;27 vreemdelingen ontdekt in vrachtwagens Hoek van Holland;11.0;4;2;/NOS###/NOS###/NOS/status/1128004492715274240###https://t.co/uW3GVTE15K###https://t.co/uW3GVTE15K;vreemdelingen;2024-10-18 16_04_37.370274;0.109163396060467;0.001459132065065;0.000654101022519;0.002298235194758;0.002280917717144;0.180062338709831;0.011094675399363;5. Is neutral.
153;738e5da978794479;5b2ab6f43d9bee59;ee5a48f57d345fcd;2017-03-29T14:30:47.000Z;Negen vreemdelingen tussen de spitskool in vrachtwagen http://nos.nl/l/2165581;2.0;2;;/NOS###/NOS###/NOS/status/847093685888147458###https://t.co/FjOeb8QSH0;vreemdelingen;2024-10-18 16_04_37.370274;0.034369401633739;0.000098902972240;0.000117041490739;0.000376551033696;0.000293487246381;0.023800659924746;0.001549163134769;5. Is neutral.
154;aefa591d261a7833;5b2ab6f43d9bee59;ee5a48f57d345fcd;2021-04-02T15:29:51.000Z;Raad van State: Nederland kan Marokkaanse vreemdelingen niet vasthouden https://nos.nl/l/2375140;41.0;25;22;/NOS###/NOS###/NOS/status/1378006771302809603###https://t.co/UrUtDdWsxQ;vreemdelingen;2024-10-18 16_04_37.370274;0.122498527169228;0.000310330768116;0.000005020620847;0.000012217282347;0.000126462633489;0.008332267403603;0.000135651236633;5. Is neutral.
155;6cd77a07a51f0bb4;5b2ab6f43d9bee59;ee5a48f57d345fcd;2023-12-21T06:40:11.000Z;Meer alleenstaande jonge vreemdelingen naar Nederland in 2023, vooral Syriërs;232.0;61;51;66K;vreemdelingen;2024-10-18 16_04_37.370274;0.004097360186279;0.000216814878513;0.000051790364523;0.000961967860349;0.000171110019437;0.001295722322538;0.000021072191885;5. Is neutral.
156;45e32182c2b99187;5b2ab6f43d9bee59;ee5a48f57d345fcd;2013-06-27T16:08:23.000Z;Misschien minder lichamelijjk onderzoek vreemdelingen http://nos.nl/artikel/523203-teeven-zoekt-alternatief-visitatie.html…;1.0;;;/NOS###/NOS###/NOS/status/350284484387676160###http://t.co/AfVE8PkQgN;vreemdelingen;2024-10-18 16_04_37.370274;0.024063376709819;0.000391167850466;0.001302485587075;0.000331927963998;0.000201691291295;0.003456881036982;0.000208937053685;5. Is neutral.
157;faa0c4e7a58e4408;7dac787e6b5eda09;c115384a99820487;2024-10-18T08:30:16.000Z;"Groot deel uitgezette vreemdelingen verdwijnt uit beeld; vrijwel nooit afkomstig uit regio Oeganda";1.0;;;11;vreemdelingen;2024-10-18 16_04_37.370274;0.014067305251956;0.000436267233454;0.000062841958425;0.000181713083293;0.000034074691939;0.004348861984909;0.000181790557690;5. Is neutral.
158;cad36e92c76b033e;5b2ab6f43d9bee59;ee5a48f57d345fcd;2019-08-07T16:22:15.000Z;Marechaussee haalt 21 vreemdelingen uit koelwagen in Hoek van Holland https://nos.nl/l/2296684;13.0;7;4;/NOS###/NOS###/NOS/status/1159137688261447682###https://t.co/eoXJyYi84p;vreemdelingen;2024-10-18 16_04_37.370274;0.004504131618887;0.000005834462627;0.000000843251200;0.000172075160663;0.000034520326153;0.016739632934332;0.000543140864465;5. Is neutral.
159;773dc89ffd9cf44f;7f2fa065b9a095fb;64ff45253988cf30;2024-10-10T14:17:30.000Z;50 opvangplekken voor minderjarige vreemdelingen in AZC Emmen https://rtvdrenthe.nl/nieuws/16900760/50-opvangplekken-voor-minderjarige-vreemdelingen-in-azc-emmen… #rtvdrenthe;4.0;;1;1,8K;vreemdelingen;2024-10-18 16_04_37.370274;0.001232272945344;0.000001846835630;0.000002001540224;0.000735350360628;0.002448436105624;0.002358527155593;0.000340037018759;5. Is neutral.
160;fd001f37978f4ab0;8d2fbcadd17051a9;fe1efc4f591c10d0;2024-10-18T07:35:12.000Z;Groot deel uitgezette vreemdelingen verdwijnt uit beeld;;;;48;vreemdelingen;2024-10-18 16_04_37.370274;0.062023088335991;0.004012526012957;0.000082102247688;0.000643604958895;0.000223500726861;0.049807082861662;0.001153818913735;5. Is neutral.
161;d4ad7d8436b3c526;6f9f8a0b41000164;c3a906bbba2107c9;2024-10-11T13:55:19.000Z;Mede door de komst van al dat vreemdelingenuitschot uit landen die dit volk liever kwijt dan rijk zijn en zich hier vermenigvuldigen wordt dit alleen nog maar erger voor ons Hollanders als er geen totale vreemdelingen stop wordt ingevoerd.;;1;5;104;vreemdelingen;2024-10-18 16_04_37.370274;0.670380830764771;0.000844482216053;0.000052128587413;0.000005114606665;0.000016036387024;0.161521285772324;0.000286308437353;1. Against immigration, migrants, foreigners, refugees, or Muslims.
162;5b9f1187f9861cc4;ac009e97bfb997f1;7feb7727829c5536;2024-10-10T11:08:05.000Z;Sabine te dom om te poepen. Is Algerijn zijn een ras? Nee dus nooit racisme. Is illegaal in NL zijn strafbaar? Ja. Is uitzetten vreemdelingen volgens de wet? Ja. Kortom Sabine lukt maar wat met allerhande aantoonbare kontverhalen;;;2;21;vreemdelingen;2024-10-18 16_04_37.370274;0.191275745630264;0.001191953080706;0.000214921543375;0.037320986390114;0.000092478694569;0.282080888748169;0.000330920680426;1. Against immigration, migrants, foreigners, refugees, or Muslims.
163;b994ef1101b5b57c;6f9f8a0b41000164;c3a906bbba2107c9;2024-10-17T11:18:37.000Z;"Dit zijn de enige twee op Tv en daarbuiten met nog een gezond verstand !!!! 
Met de komst van al die vreemdelingen uit verre niet westerse landen zakt gestaag ook het gemiddelde IQ van de Nederlandse bevolking.";;1;2;47;vreemdelingen;2024-10-18 16_04_37.370274;0.655726313591003;0.000066816035542;0.000572478340473;0.000003843333161;0.000043790001655;0.020608678460121;0.000022610791348;1. Against immigration, migrants, foreigners, refugees, or Muslims.
164;596c42bf07b53913;367cfe89f5b9149a;8827bc3c93533c39;2024-10-13T07:54:04.000Z;Ons land is relatief rijk en wat een zootje is er ontstaan na de invoering van de euro en de toegenomen macht van de EU. Een stroom vreemdelingen is aanleiding om onze cultuur te veranderen, niet ten goede. Ons land wordt eerder onleefbaar door al die aanpassingen. Ik domineert.;;;2;49;vreemdelingen;2024-10-18 16_04_37.370274;0.726415336132050;0.000037806054024;0.000576924823690;0.000038233560190;0.000117670744657;0.045256070792675;0.000325904955389;1. Against immigration, migrants, foreigners, refugees, or Muslims.
165;9f3246e3215339a5;fa670524812142f4;537bac69f78b3abb;2024-10-11T20:44:37.000Z;"Onzin! Een kwart van de beroepsbevolking tot 25 jaar daar is nu al werkeloos.
Maar de radicaal linkse partij heeft de stemmen van illegale vreemdelingen nodig om aan de macht te kunnen blijven.";1.0;;2;36;vreemdelingen;2024-10-18 16_04_37.370274;0.209852576255798;0.000092713926279;0.000032016538171;0.000247382355155;0.000379412231268;0.021128363907337;0.000084772786067;1. Against immigration, migrants, foreigners, refugees, or Muslims.
166;82d67bf62b3a9428;21204d02983cecd2;3882e3a9b7a3b0f9;2024-10-11T09:57:09.000Z;"De verdraagzamen in actie.
Het mag en het kan niet dat vreemdelingen akkoord gaan met het Blok.
Zéér gênant allemaal voor onze linkse betweters.";;;2;46;vreemdelingen;2024-10-18 16_04_37.370274;0.536407411098480;0.000324569467921;0.000092130838311;0.001984461443499;0.000151423082571;0.121760152280331;0.000285115063889;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
167;7e17ceb484b37362;67108926a031d3bd;4beca5d0a0479c1c;2024-10-18T11:35:34.000Z;Ze MOETEN niks. Als ze geen varken willen eten dan eten ze THUIS. HET IS DE TAAK VAN DE OUDERS OM HUN KINDEREN ETEN TE GEVEN NIET VAN DE SCHOOL OF DE SAMENLEVING DIE DAAR WEER VOOR MOET OPDRAAIEN. ik ben het als alleenstaande beu te moeten betalen voor de kweek van vreemdelingen;;;4;22;vreemdelingen;2024-10-18 16_04_37.370274;0.599934935569763;0.000077573968156;0.000802595925052;0.000911367591470;0.000705620681401;0.418045252561569;0.002035915385932;1. Against immigration, migrants, foreigners, refugees, or Muslims.
168;c0c2bd47d1b1d6b1;566ee0becfa4828f;7e3c1579d0b4a8e4;2024-10-11T08:14:44.000Z;En hoeveel vreemdelingen?;;;3;140;vreemdelingen;2024-10-18 16_04_37.370274;0.107832759618759;0.000218022221816;0.000175295033841;0.001487678149715;0.000065131622250;0.001687794690952;0.000303559470922;6. Other: unclear stance on immigration.
169;bbc37319f66b3645;150223ac92d8d19a;b93c26cfb2664c1a;2024-10-11T14:35:10.000Z;Vraag is door WIE ? Herinner u het vreemdelingen stemrecht , bepaalde partijen dachten daarmee de remedie gevonden te hebben tegen VB , de realiteit leert ons anders ….;;;2;41;vreemdelingen;2024-10-18 16_04_37.370274;0.033727336674929;0.000222059505177;0.000041041475924;0.000285502959741;0.000519484339747;0.040559280663729;0.000531602883711;1. Against immigration, migrants, foreigners, refugees, or Muslims.
170;68704db563c28276;1ca40c538139200f;16110da0720e69f7;2024-10-15T15:08:57.000Z;"Heel subtiel allemaal.
“Geen specifieke voordelen voor vreemdelingen of allochtonen 
in subsidiereglementen. Forza Ninove wil dat er een einde komt aan de feitelijke discriminatie van de gewone Ninovieter”.

Stigmatiserend woord “allochtoon”? (tegenover “de gewone Ninovieter”)";1.0;;2;87;vreemdelingen;2024-10-18 16_04_37.370274;0.024771802127361;0.000013198646229;0.000565810187254;0.000010534715329;0.000001253958658;0.003888002596795;0.000079365672718;1. Against immigration, migrants, foreigners, refugees, or Muslims.
171;852c42869a5e8eb5;ae14de5cb4f2e5a3;8deb3fea6a72175b;2024-10-10T20:34:41.000Z;"Is @DassenLaurens trouwens ook geen voorstander van dat buitenlanders die hier komen veel minder belasting betalen? Dus vreemdelingen hoeven hier minder te betalen dan Nederlanders, vluchten Nederlanders naar het buitenland, moeten zij wel blijven betalen.

Te bizar voor woorden.";2.0;2;4;198;vreemdelingen;2024-10-18 16_04_37.370274;0.154050379991531;0.000024521932573;0.000100248427771;0.000014077663764;0.000018764447304;0.012505618855357;0.000040051316319;1. Against immigration, migrants, foreigners, refugees, or Muslims.
172;b141156264aaf507;eb3e1ded8cbf79a9;ec38a73a93742af7;2024-10-10T19:49:43.000Z;Dan begrijp je pas hoeveel geld er wordt verdiend met het binnenhalen van vreemdelingen.;;1;13;126;vreemdelingen;2024-10-18 16_04_37.370274;0.283564001321793;0.000008496975170;0.000015513316612;0.000031576742913;0.000030011857234;0.041326873004436;0.001402046997100;1. Against immigration, migrants, foreigners, refugees, or Muslims.
173;f20d05e7b1076ee9;87acb603146de2b7;73d4cd7f8fc5369f;2024-10-15T10:11:06.000Z;Het toelaten van ongedocumenteerde vreemdelingen is geen Hongaarse gewoonte.;;;4;88;vreemdelingen;2024-10-18 16_04_37.370274;0.006593852769583;0.000001620258899;0.000081977545051;0.000002752848332;0.000019561130102;0.003367815865204;0.000406054285122;1. Against immigration, migrants, foreigners, refugees, or Muslims.
174;ef5dba6c064beb20;67108926a031d3bd;4beca5d0a0479c1c;2024-10-15T18:40:37.000Z;Waar lig jij je druk over te maken. DIT IS BELGIE een NIET ISLAMITISCH LAND. Als ik als Belg moet opdraaien voor middageten voor vreemdelingen die hun broek niet dicht kunnen houden dan eten ze maar Belgische kost op Belgische wijze geslacht.;;;3;22;vreemdelingen;2024-10-18 16_04_37.370274;0.234330281615257;0.000068567285780;0.000238898152020;0.000587523391005;0.000021542804461;0.231340184807777;0.000763245741837;1. Against immigration, migrants, foreigners, refugees, or Muslims.
175;ade136644f75277e;fd27004f09478d6b;fb7939b165655621;2024-10-15T15:01:05.000Z;kunnen genieten ipv alle vreemdelingen die nooit 1 cent hebben bijgedragen en dat wellicht ook nooit zullen doen?! Ze komen uit landen die al decennialang miljarden aan ontwikkelingshulp hebben opgestreken en dat nog steeds doen. Miljarden die in de zakken belanden van plaatse-;1.0;;2;15;vreemdelingen;2024-10-18 16_04_37.370274;0.310181111097336;0.000070539841545;0.000050927264965;0.001140367472544;0.000029614931918;0.023468984290957;0.000083737802925;1. Against immigration, migrants, foreigners, refugees, or Muslims.
176;8045f4f017413ba7;eb3e1ded8cbf79a9;ec38a73a93742af7;2024-10-13T15:10:45.000Z;"En ook overigens is het een verkeerd argument. 
Japan doet het prima zonder arbeidsmigranten. 
En dat komt omdat ze geen honderdduizenden vreemdelingen binnenhalen die allemaal in leven gehouden en gehuisvest moeten worden.";;2;5;77;vreemdelingen;2024-10-18 16_04_37.370274;0.083023205399513;0.000011602727682;0.000087881053332;0.000006166945695;0.000004617210834;0.007924692705274;0.000066092783527;1. Against immigration, migrants, foreigners, refugees, or Muslims.
